iters,samples,run,position,chosen_char,correct_char,chosen_score_ns,second_char,second_score_ns,gap_ns,gap_ratio,was_correct,partial_guess
10000,50,5,1,4,4,50343,e,25733,24610,1.9563595383359889,true,r4
10000,50,5,2,n,n,76320,4,51823,24497,1.4727051695193254,true,r4n
10000,50,5,3,d,d,102446,4,78253,24193,1.3091638659220732,true,r4nd
10000,50,5,4,o,o,128820,S,104796,24024,1.2292453910454597,true,r4ndo
10000,50,5,5,m,m,153680,^,129430,24250,1.1873599629143166,true,r4ndom
10000,50,5,6,P,P,176223,t,159670,16553,1.1036700695183816,true,r4ndomP
10000,50,5,7,@,@,204883,^,179970,24913,1.1384286269933879,true,r4ndomP@
10000,50,5,8,s,s,227036,O,206050,20986,1.1018490657607376,true,r4ndomP@s
10000,50,5,9,s,s,253556,T,229273,24283,1.1059130381684716,true,r4ndomP@ss
10000,50,6,0,r,r,25500,R,36,25464,708.3333333333334,true,r
10000,50,6,1,4,4,50943,a,26176,24767,1.94617206601467,true,r4
10000,50,6,2,n,n,75510,u,51176,24334,1.4754963264030014,true,r4n
10000,50,6,3,d,d,100746,x,77346,23400,1.3025366534791716,true,r4nd
10000,50,6,4,o,o,126240,J,105916,20324,1.1918879111748932,true,r4ndo
10000,50,6,5,m,m,152770,h,127306,25464,1.2000219942500747,true,r4ndom
10000,50,6,6,P,P,176913,B,152856,24057,1.157383419689119,true,r4ndomP
10000,50,6,7,@,@,205106,!,179073,26033,1.1453764665806683,true,r4ndomP@
10000,50,6,8,s,s,226213,n,204186,22027,1.1078771316348819,true,r4ndomP@s
10000,50,6,9,s,s,252736,a,228390,24346,1.106598362450195,true,r4ndomP@ss
10000,50,7,0,r,r,25356,%,30,25326,845.2,true,r
10000,50,7,1,4,4,50296,f,28413,21883,1.7701756238341604,true,r4
10000,50,7,2,n,n,75956,2,51253,24703,1.4819815425438512,true,r4n
10000,50,7,3,d,d,101933,b,76400,25533,1.3342015706806283,true,r4nd
10000,50,7,4,o,o,125850,&,102443,23407,1.228488037249983,true,r4ndo
10000,50,7,5,m,m,150173,c,128800,21373,1.1659394409937889,true,r4ndom
10000,50,7,6,P,P,178236,n,152820,25416,1.1663133097762073,true,r4ndomP
10000,50,7,7,@,@,202820,T,180353,22467,1.1245723664147533,true,r4ndomP@
10000,50,7,8,s,s,231903,3,208703,23200,1.1111627528114114,true,r4ndomP@s
10000,50,7,9,s,s,254883,z,234783,20100,1.0856109684261637,true,r4ndomP@ss
10000,50,8,0,r,r,25500,w,40,25460,637.5,true,r
10000,50,8,1,4,4,50950,z,25533,25417,1.9954568597501272,true,r4
10000,50,8,2,n,n,75513,F,50953,24560,1.482012835358075,true,r4n
10000,50,8,3,d,d,100456,&,77150,23306,1.3020868438107582,true,r4nd
10000,50,8,4,o,o,127866,Y,104743,23123,1.2207593824885672,true,r4ndo
10000,50,8,5,m,m,152730,t,128140,24590,1.1918994849383486,true,r4ndom
10000,50,8,6,P,P,175920,f,155873,20047,1.1286111128931886,true,r4ndomP
10000,50,8,7,@,@,203136,U,178276,24860,1.1394467006215083,true,r4ndomP@
10000,50,8,8,s,s,231856,H,207436,24420,1.1177230567500338,true,r4ndomP@s
10000,50,8,9,s,s,251633,d,230533,21100,1.0915270264994599,true,r4ndomP@ss
10000,50,9,0,r,r,25500,h,40,25460,637.5,true,r
10000,50,9,1,4,4,50336,b,25500,24836,1.9739607843137255,true,r4
10000,50,9,2,n,n,75853,D,50960,24893,1.4884811616954474,true,r4n
10000,50,9,3,d,d,101756,S,76743,25013,1.3259320068279843,true,r4nd
10000,50,9,4,o,o,129343,i,104073,25270,1.24281033505328,true,r4ndo
10000,50,9,5,m,m,151020,b,127323,23697,1.1861171979925071,true,r4ndom
10000,50,9,6,P,P,175580,H,153233,22347,1.145836732296568,true,r4ndomP
10000,50,9,7,@,@,202250,t,178246,24004,1.1346678186326762,true,r4ndomP@
10000,50,9,8,s,s,226630,7,203710,22920,1.1125128859653428,true,r4ndomP@s
10000,50,9,9,s,s,252046,*,228726,23320,1.1019560522196865,true,r4ndomP@ss
10000,50,10,0,r,r,25500,!,30,25470,850,true,r
10000,50,10,1,4,4,50176,a,26293,23883,1.9083406229795004,true,r4
10000,50,10,2,n,n,75643,R,51023,24620,1.4825274876036298,true,r4n
10000,50,10,3,d,d,101836,*,76436,25400,1.3323041498770214,true,r4nd
10000,50,10,4,o,o,126666,R,101856,24810,1.2435791705937795,true,r4ndo
10000,50,10,5,m,m,151160,*,128333,22827,1.177873189281011,true,r4ndom
10000,50,10,6,P,P,179246,c,154583,24663,1.1595453575102048,true,r4ndomP
10000,50,10,7,@,@,201836,a,178273,23563,1.1321736886685028,true,r4ndomP@
10000,50,10,8,s,s,226600,r,203686,22914,1.1124966860756262,true,r4ndomP@s
10000,50,10,9,s,s,251646,a,228863,22783,1.099548638268309,true,r4ndomP@ss
10000,50,11,0,r,r,25500,Y,40,25460,637.5,true,r
10000,50,11,1,4,4,50400,a,25526,24874,1.9744574159680326,true,r4
10000,50,11,2,n,n,76006,m,50966,25040,1.491307930777381,true,r4n
10000,50,11,3,d,d,101906,W,76443,25463,1.3330978637677746,true,r4nd
10000,50,11,4,o,o,125523,a,101963,23560,1.2310642095662152,true,r4ndo
10000,50,11,5,m,m,152500,M,128033,24467,1.1910991697453,true,r4ndom
10000,50,11,6,P,P,176683,X,152776,23907,1.1564840027229408,true,r4ndomP
10000,50,11,7,@,@,201416,l,178233,23183,1.1300713111488894,true,r4ndomP@
10000,50,11,8,s,s,229193,w,205273,23920,1.1165277459773082,true,r4ndomP@s
10000,50,11,9,s,s,254103,!,229496,24607,1.1072219123644857,true,r4ndomP@ss
10000,50,12,0,r,r,25500,a,33,25467,772.7272727272727,true,r
10000,50,12,1,4,4,50376,j,25533,24843,1.972976148513688,true,r4
10000,50,12,2,n,n,75100,f,50960,24140,1.4737048665620094,true,r4n
10000,50,12,3,d,d,100563,G,76663,23900,1.3117540404106283,true,r4nd
10000,50,12,4,o,o,126463,I,101850,24613,1.2416593028964162,true,r4ndo
10000,50,12,5,m,m,150990,j,127366,23624,1.1854812116263367,true,r4ndom
10000,50,12,6,P,P,176226,H,152766,23460,1.1535682023486902,true,r4ndomP
10000,50,12,7,@,@,202843,j,181166,21677,1.119652694214146,true,r4ndomP@
10000,50,12,8,s,s,226873,g,203806,23067,1.1131811624780428,true,r4ndomP@s
10000,50,12,9,s,s,252686,Y,230550,22136,1.0960138798525265,true,r4ndomP@ss
10000,50,13,0,r,r,25500,8,30,25470,850,true,r
10000,50,13,1,4,4,50100,r,28940,21160,1.7311679336558397,true,r4
10000,50,13,2,n,n,75663,a,53843,21820,1.4052523076351615,true,r4n
10000,50,13,3,d,d,100376,A,76403,23973,1.3137704016857976,true,r4nd
10000,50,13,4,o,o,126380,A,102086,24294,1.2379758243049976,true,r4ndo
10000,50,13,5,m,m,152103,d,127310,24793,1.1947451103605373,true,r4ndom
10000,50,13,6,P,P,176913,9,152666,24247,1.1588238376586797,true,r4ndomP
10000,50,13,7,@,@,202596,D,178226,24370,1.1367365030915804,true,r4ndomP@
10000,50,13,8,s,s,226483,a,203720,22763,1.1117366974278422,true,r4ndomP@s
10000,50,13,9,s,s,252190,K,229253,22937,1.100051035319058,true,r4ndomP@ss
10000,50,14,0,r,r,25500,c,30,25470,850,true,r
10000,50,14,1,4,4,50600,S,25813,24787,1.9602525859063262,true,r4
10000,50,14,2,n,n,76150,r,50953,25197,1.4945145526269308,true,r4n
10000,50,14,3,d,d,101136,7,76630,24506,1.3197964243768758,true,r4nd
10000,50,14,4,o,o,126583,!,102560,24023,1.2342336193447738,true,r4ndo
10000,50,14,5,m,m,152013,B,127963,24050,1.1879449528379298,true,r4ndom
10000,50,14,6,P,P,176176,h,152773,23403,1.153188063335799,true,r4ndomP
10000,50,14,7,@,@,201680,B,178373,23307,1.1306643942749184,true,r4ndomP@
10000,50,14,8,s,s,227410,Q,203720,23690,1.1162870606715098,true,r4ndomP@s
10000,50,14,9,s,s,254040,#,229656,24384,1.1061761939596615,true,r4ndomP@ss
10000,50,15,0,r,r,25500,&,30,25470,850,true,r
10000,50,15,1,4,4,51243,a,26336,24907,1.9457396719319562,true,r4
10000,50,15,2,n,n,75520,b,51650,23870,1.4621490803484996,true,r4n
10000,50,15,3,d,d,101833,D,76843,24990,1.325208542092318,true,r4nd
10000,50,15,4,o,o,127300,O,103080,24220,1.234963135428793,true,r4ndo
10000,50,15,5,m,m,153626,l,127403,26223,1.2058271783239014,true,r4ndom
10000,50,15,6,P,P,176410,r,152806,23604,1.154470374199966,true,r4ndomP
10000,50,15,7,@,@,202760,g,179953,22807,1.1267386484248665,true,r4ndomP@
10000,50,15,8,s,s,227023,7,203686,23337,1.1145734120165351,true,r4ndomP@s
10000,50,15,9,s,s,254593,&,228990,25603,1.111808375911612,true,r4ndomP@ss
10000,50,16,0,r,r,25500,x,33,25467,772.7272727272727,true,r
10000,50,16,1,4,4,50383,a,26070,24313,1.9326045262754123,true,r4
10000,50,16,2,n,n,75410,$,51250,24160,1.4714146341463414,true,r4n
10000,50,16,3,d,d,102010,f,77063,24947,1.3237221494102227,true,r4nd
10000,50,16,4,o,o,126896,^,101923,24973,1.2450182981270175,true,r4ndo
10000,50,16,5,m,m,152843,b,131896,20947,1.1588145205313276,true,r4ndom
10000,50,16,6,P,P,180116,K,155546,24570,1.1579597032389133,true,r4ndomP
10000,50,16,7,@,@,201196,g,182700,18496,1.1012370005473453,true,r4ndomP@
10000,50,16,8,s,s,227636,W,205890,21746,1.105619505561222,true,r4ndomP@s
10000,50,16,9,s,s,254356,O,233303,21053,1.0902388739107514,true,r4ndomP@ss
10000,50,17,0,r,r,25500,&,30,25470,850,true,r
10000,50,17,1,4,4,50576,J,26706,23870,1.8938066352130607,true,r4
10000,50,17,2,n,n,76400,a,52650,23750,1.4510921177587843,true,r4n
10000,50,17,3,d,d,101283,i,76836,24447,1.3181711697641731,true,r4nd
10000,50,17,4,o,o,125556,9,101936,23620,1.2317140166378904,true,r4ndo
10000,50,17,5,m,m,151180,u,127353,23827,1.187094139910328,true,r4ndom
10000,50,17,6,P,P,177496,B,152773,24723,1.1618283335406125,true,r4ndomP
10000,50,17,7,@,@,201523,u,178280,23243,1.1303735696656945,true,r4ndomP@
10000,50,17,8,s,s,227386,B,204486,22900,1.1119881067652553,true,r4ndomP@s
10000,50,17,9,s,s,252743,a,229056,23687,1.103411392847164,true,r4ndomP@ss
10000,50,18,0,r,r,25606,!,56,25550,457.25,true,r
10000,50,18,1,4,4,50430,l,28486,21944,1.7703433265463737,true,r4
10000,50,18,2,n,n,76623,e,50953,25670,1.5037976174121248,true,r4n
10000,50,18,3,d,d,100100,a,76600,23500,1.3067885117493472,true,r4nd
10000,50,18,4,o,o,128033,e,104376,23657,1.226651720702077,true,r4ndo
10000,50,18,5,m,m,151110,P,130646,20464,1.156637019120371,true,r4ndom
10000,50,18,6,P,P,177160,e,156830,20330,1.1296308104316777,true,r4ndomP
10000,50,18,7,@,@,200956,u,182980,17976,1.098240244835501,true,r4ndomP@
10000,50,18,8,s,s,230683,n,208406,22277,1.106892315960193,true,r4ndomP@s
10000,50,18,9,s,s,252540,E,234483,18057,1.0770077148449995,true,r4ndomP@ss
10000,50,19,0,r,r,25500,n,33,25467,772.7272727272727,true,r
10000,50,19,1,4,4,51233,P,25656,25577,1.9969207982538197,true,r4
10000,50,19,2,n,n,76840,l,53556,23284,1.43475987751139,true,r4n
10000,50,19,3,d,d,101463,b,76400,25063,1.3280497382198952,true,r4nd
10000,50,19,4,o,o,127300,&,103146,24154,1.2341729199387277,true,r4ndo
10000,50,19,5,m,m,153796,o,129456,24340,1.1880175503646027,true,r4ndom
10000,50,19,6,P,P,177160,4,152993,24167,1.1579614753616179,true,r4ndomP
10000,50,19,7,@,@,201946,a,178240,23706,1.133000448833034,true,r4ndomP@
10000,50,19,8,s,s,228276,K,203763,24513,1.120301526773752,true,r4ndomP@s
10000,50,19,9,s,s,252490,w,229730,22760,1.0990728246202064,true,r4ndomP@ss
10000,50,20,0,r,r,25500,&,40,25460,637.5,true,r
10000,50,20,1,4,4,50326,l,25586,24740,1.9669350426014227,true,r4
10000,50,20,2,n,n,76350,g,51240,25110,1.490046838407494,true,r4n
10000,50,20,3,d,d,101950,b,76400,25550,1.3344240837696335,true,r4nd
10000,50,20,4,o,o,125886,L,102133,23753,1.232569296897183,true,r4ndo
10000,50,20,5,m,m,151556,a,127320,24236,1.1903550109959158,true,r4ndom
10000,50,20,6,P,P,176716,a,152770,23946,1.1567454343130197,true,r4ndomP
10000,50,20,7,@,@,201643,a,178036,23607,1.132596778179694,true,r4ndomP@
10000,50,20,8,s,s,227600,a,203636,23964,1.1176805672867274,true,r4ndomP@s
10000,50,20,9,s,s,252856,4,229260,23596,1.1029224461310303,true,r4ndomP@ss
10000,50,21,0,r,r,25500,D,33,25467,772.7272727272727,true,r
10000,50,21,1,4,4,50946,b,25500,25446,1.9978823529411764,true,r4
10000,50,21,2,n,n,76083,d,50953,25130,1.4931996153317764,true,r4n
10000,50,21,3,d,d,101833,@,76400,25433,1.332892670157068,true,r4nd
10000,50,21,4,o,o,127260,5,101943,25317,1.248344663194138,true,r4ndo
10000,50,21,5,m,m,150206,4,127843,22363,1.1749254945519114,true,r4ndom
10000,50,21,6,P,P,175806,%,151930,23876,1.1571513196866978,true,r4ndomP
10000,50,21,7,@,@,201943,c,178290,23653,1.1326658814291324,true,r4ndomP@
10000,50,21,8,s,s,227560,$,205040,22520,1.1098322278579789,true,r4ndomP@s
10000,50,21,9,s,s,252940,a,229496,23444,1.10215428591348,true,r4ndomP@ss
10000,50,22,0,r,r,25500,^,30,25470,850,true,r
10000,50,22,1,4,4,50913,w,25650,25263,1.9849122807017543,true,r4
10000,50,22,2,n,n,76383,a,54270,22113,1.4074626865671642,true,r4n
10000,50,22,3,d,d,101260,P,76470,24790,1.3241794167647443,true,r4nd
10000,50,22,4,o,o,127026,h,101906,25120,1.246501678016996,true,r4ndo
10000,50,22,5,m,m,151720,9,127036,24684,1.1943071255392173,true,r4ndom
10000,50,22,6,P,P,176660,F,152753,23907,1.1565075644995515,true,r4ndomP
10000,50,22,7,@,@,201586,5,178596,22990,1.1287262872628727,true,r4ndomP@
10000,50,22,8,s,s,227970,n,203750,24220,1.1188711656441719,true,r4ndomP@s
10000,50,22,9,s,s,253220,a,229196,24024,1.1048185832213477,true,r4ndomP@ss
10000,50,23,0,r,r,25500,Q,33,25467,772.7272727272727,true,r
10000,50,23,1,4,4,50093,b,25500,24593,1.9644313725490197,true,r4
10000,50,23,2,n,n,75170,#,51063,24107,1.4721030883418522,true,r4n
10000,50,23,3,d,d,100430,b,76400,24030,1.3145287958115184,true,r4nd
10000,50,23,4,o,o,127176,i,101866,25310,1.2484636679559422,true,r4ndo
10000,50,23,5,m,m,151030,I,127893,23137,1.1809090411515877,true,r4ndom
10000,50,23,6,P,P,176513,0,153593,22920,1.149225550643584,true,r4ndomP
10000,50,23,7,@,@,203450,i,178240,25210,1.1414385098743267,true,r4ndomP@
10000,50,23,8,s,s,227010,Q,204950,22060,1.1076360087826298,true,r4ndomP@s
10000,50,23,9,s,s,251456,I,230893,20563,1.0890585682545595,true,r4ndomP@ss
10000,50,24,0,r,r,25430,&,30,25400,847.6666666666666,true,r
10000,50,24,1,4,4,50600,s,26113,24487,1.9377321640562173,true,r4
10000,50,24,2,n,n,76106,h,50956,25150,1.4935630740246486,true,r4n
10000,50,24,3,d,d,100986,x,76833,24153,1.3143571121783608,true,r4nd
10000,50,24,4,o,o,127253,%,102446,24807,1.2421470823653438,true,r4ndo
10000,50,24,5,m,m,153643,v,130136,23507,1.1806341058584866,true,r4ndom
10000,50,24,6,P,P,178090,p,155830,22260,1.1428479753577616,true,r4ndomP
10000,50,24,7,@,@,202066,i,180520,21546,1.119355196100155,true,r4ndomP@
10000,50,24,8,s,s,227593,%,205176,22417,1.109257418021601,true,r4ndomP@s
10000,50,24,9,s,s,253420,u,232673,20747,1.0891680598952178,true,r4ndomP@ss
10000,50,25,0,r,r,25396,2,46,25350,552.0869565217391,true,r
10000,50,25,1,4,4,50943,e,28680,22263,1.776255230125523,true,r4
10000,50,25,2,n,n,75173,G,51240,23933,1.4670765027322403,true,r4n
10000,50,25,3,d,d,100866,a,76400,24466,1.3202356020942407,true,r4nd
10000,50,25,4,o,o,127296,!,102793,24503,1.2383722627027132,true,r4ndo
10000,50,25,5,m,m,150220,A,127300,22920,1.1800471327572664,true,r4ndom
10000,50,25,6,P,P,175926,W,152773,23153,1.1515516485242812,true,r4ndomP
10000,50,25,7,@,@,202136,z,178200,23936,1.134320987654321,true,r4ndomP@
10000,50,25,8,s,s,227346,N,203706,23640,1.1160496008954082,true,r4ndomP@s
10000,50,25,9,s,s,250806,a,229043,21763,1.0950170928602927,true,r4ndomP@ss
10000,50,26,0,r,r,25360,b,30,25330,845.3333333333334,true,r
10000,50,26,1,4,4,50933,F,28613,22320,1.780065005417118,true,r4
10000,50,26,2,n,n,76400,2,54693,21707,1.396888084398369,true,r4n
10000,50,26,3,d,d,100673,W,76493,24180,1.3161073562286745,true,r4nd
10000,50,26,4,o,o,127300,$,102253,25047,1.2449512483741307,true,r4ndo
10000,50,26,5,m,m,150243,a,127366,22877,1.179616224110045,true,r4ndom
10000,50,26,6,P,P,176843,7,152816,24027,1.1572283007014972,true,r4ndomP
10000,50,26,7,@,@,201566,x,178256,23310,1.1307669868054933,true,r4ndomP@
10000,50,26,8,s,s,227286,a,204163,23123,1.1132575442171206,true,r4ndomP@s
10000,50,26,9,s,s,253146,N,229736,23410,1.1018995716822788,true,r4ndomP@ss
10000,50,27,0,r,r,25500,O,33,25467,772.7272727272727,true,r
10000,50,27,1,4,4,50496,P,25736,24760,1.962076468759714,true,r4
10000,50,27,2,n,n,75460,E,50960,24500,1.4807692307692308,true,r4n
10000,50,27,3,d,d,100540,J,76400,24140,1.3159685863874346,true,r4nd
10000,50,27,4,o,o,127300,a,101916,25384,1.249067859806115,true,r4ndo
10000,50,27,5,m,m,150130,8,128483,21647,1.168481433341376,true,r4ndom
10000,50,27,6,P,P,176883,v,154206,22677,1.1470565347651842,true,r4ndomP
10000,50,27,7,@,@,201383,#,179940,21443,1.1191675002778705,true,r4ndomP@
10000,50,27,8,s,s,226493,j,204136,22357,1.1095201238390093,true,r4ndomP@s
10000,50,27,9,s,s,252410,3,230540,21870,1.0948642318035915,true,r4ndomP@ss
10000,50,28,0,r,r,25500,o,33,25467,772.7272727272727,true,r
10000,50,28,1,4,4,50520,e,28096,22424,1.798120728929385,true,r4
10000,50,28,2,n,n,75220,r,50950,24270,1.4763493621197252,true,r4n
10000,50,28,3,d,d,100553,b,76400,24153,1.3161387434554974,true,r4nd
10000,50,28,4,o,o,125896,a,101863,24033,1.2359345395285826,true,r4ndo
10000,50,28,5,m,m,150520,b,127326,23194,1.1821623234845986,true,r4ndom
10000,50,28,6,P,P,176886,0,153183,23703,1.1547364916472453,true,r4ndomP
10000,50,28,7,@,@,201966,b,181526,20440,1.11260094972621,true,r4ndomP@
10000,50,28,8,s,s,227316,*,204000,23316,1.1142941176470589,true,r4ndomP@s
10000,50,28,9,s,s,252840,X,229300,23540,1.1026602703881379,true,r4ndomP@ss
10000,50,29,0,r,r,25500,*,33,25467,772.7272727272727,true,r
10000,50,29,1,4,4,50100,b,25500,24600,1.964705882352941,true,r4
10000,50,29,2,n,n,75646,o,51013,24633,1.4828769137278732,true,r4n
10000,50,29,3,d,d,101136,c,76400,24736,1.3237696335078535,true,r4nd
10000,50,29,4,o,o,127233,l,102466,24767,1.241709445084223,true,r4ndo
10000,50,29,5,m,m,152146,a,127300,24846,1.1951767478397486,true,r4ndom
10000,50,29,6,P,P,177640,@,154340,23300,1.1509654010625892,true,r4ndomP
10000,50,29,7,@,@,202310,u,178326,23984,1.1344952502719738,true,r4ndomP@
10000,50,29,8,s,s,226910,e,203750,23160,1.1136687116564417,true,r4ndomP@s
10000,50,29,9,s,s,253060,@,229220,23840,1.1040048861355902,true,r4ndomP@ss
10000,50,30,0,r,r,25406,6,33,25373,769.8787878787879,true,r
10000,50,30,1,4,4,50550,a,25853,24697,1.955285653502495,true,r4
10000,50,30,2,n,n,75690,j,51190,24500,1.4786091033404962,true,r4n
10000,50,30,3,d,d,101846,1,77756,24090,1.3098153197180924,true,r4nd
10000,50,30,4,o,o,128063,5,103370,24693,1.2388797523459418,true,r4ndo
10000,50,30,5,m,m,153890,*,128863,25027,1.1942140102279164,true,r4ndom
10000,50,30,6,P,P,179256,p,153900,25356,1.164756335282651,true,r4ndomP
10000,50,30,7,@,@,201550,y,180136,21414,1.1188768486032776,true,r4ndomP@
10000,50,30,8,s,s,227150,U,207010,20140,1.097289985991015,true,r4ndomP@s
10000,50,30,9,s,s,254323,1,228676,25647,1.1121543144011614,true,r4ndomP@ss
10000,50,31,0,r,r,25350,3,36,25314,704.1666666666666,true,r
10000,50,31,1,4,4,50100,e,26603,23497,1.8832462504228846,true,r4
10000,50,31,2,n,n,75210,a,50960,24250,1.4758634222919937,true,r4n
10000,50,31,3,d,d,100836,c,76406,24430,1.3197392874905112,true,r4nd
10000,50,31,4,o,o,127420,D,104696,22724,1.2170474516695957,true,r4ndo
10000,50,31,5,m,m,151033,l,127300,23733,1.18643362136685,true,r4ndom
10000,50,31,6,P,P,176120,Z,152763,23357,1.152896971125207,true,r4ndomP
10000,50,31,7,@,@,200906,d,178396,22510,1.1261799591919102,true,r4ndomP@
10000,50,31,8,s,s,227510,C,205106,22404,1.1092313242908545,true,r4ndomP@s
10000,50,31,9,s,s,255680,t,230550,25130,1.1090002168726958,true,r4ndomP@ss
10000,50,32,0,r,r,25500,&,30,25470,850,true,r
10000,50,32,1,4,4,50100,n,28390,21710,1.7647058823529411,true,r4
10000,50,32,2,n,n,75100,#,50950,24150,1.4739941118743867,true,r4n
10000,50,32,3,d,d,101413,b,76400,25013,1.3273952879581152,true,r4nd
10000,50,32,4,o,o,125653,d,101956,23697,1.2324237906547924,true,r4ndo
10000,50,32,5,m,m,152316,5,127300,25016,1.1965121759622939,true,r4ndom
10000,50,32,6,P,P,177273,C,153350,23923,1.156002608412129,true,r4ndomP
10000,50,32,7,@,@,202340,a,178256,24084,1.1351090566376447,true,r4ndomP@
10000,50,32,8,s,s,227250,w,203860,23390,1.114735602864711,true,r4ndomP@s
10000,50,32,9,s,s,252586,9,231886,20700,1.0892680023804802,true,r4ndomP@ss
10000,50,33,0,r,r,25800,^,33,25767,781.8181818181819,true,r
10000,50,33,1,4,4,52370,f,27490,24880,1.9050563841396873,true,r4
10000,50,33,2,n,n,77806,k,52606,25200,1.4790328099456336,true,r4n
10000,50,33,3,d,d,100850,R,77606,23244,1.2995129242584336,true,r4nd
10000,50,33,4,o,o,127573,&,103326,24247,1.234665040744827,true,r4ndo
10000,50,33,5,m,m,152030,a,128723,23307,1.1810632132563723,true,r4ndom
10000,50,33,6,P,P,178200,K,152853,25347,1.1658259896763556,true,r4ndomP
10000,50,33,7,@,@,201846,s,181143,20703,1.1142909193289279,true,r4ndomP@
10000,50,33,8,s,s,227163,x,204450,22713,1.1110931768158474,true,r4ndomP@s
10000,50,33,9,s,s,253360,d,229146,24214,1.105670620477774,true,r4ndomP@ss
10000,50,34,0,r,r,25476,&,30,25446,849.2,true,r
10000,50,34,1,4,4,50933,@,25520,25413,1.995807210031348,true,r4
10000,50,34,2,n,n,76393,c,50956,25437,1.4991953842530812,true,r4n
10000,50,34,3,d,d,101410,^,76566,24844,1.3244782279340699,true,r4nd
10000,50,34,4,o,o,127300,u,101893,25407,1.2493498081320602,true,r4ndo
10000,50,34,5,m,m,151193,a,127300,23893,1.1876904948939513,true,r4ndom
10000,50,34,6,P,P,176430,A,153120,23310,1.1522335423197492,true,r4ndomP
10000,50,34,7,@,@,205166,$,179623,25543,1.1422033926612962,true,r4ndomP@
10000,50,34,8,s,s,227463,e,205690,21773,1.1058534688122903,true,r4ndomP@s
10000,50,34,9,s,s,253173,5,231753,21420,1.0924259880131002,true,r4ndomP@ss
10000,50,35,0,r,r,25500,f,33,25467,772.7272727272727,true,r
10000,50,35,1,4,4,50100,e,28713,21387,1.7448542472050987,true,r4
10000,50,35,2,n,n,75516,a,51443,24073,1.467954823785549,true,r4n
10000,50,35,3,d,d,102133,y,77336,24797,1.3206398055239474,true,r4nd
10000,50,35,4,o,o,126270,D,102046,24224,1.2373831409364404,true,r4ndo
10000,50,35,5,m,m,150236,S,128443,21793,1.1696705931814113,true,r4ndom
10000,50,35,6,P,P,176140,k,152553,23587,1.1546151173690455,true,r4ndomP
10000,50,35,7,@,@,200300,Z,179910,20390,1.113334445000278,true,r4ndomP@
10000,50,35,8,s,s,227056,c,203523,23533,1.1156282090967606,true,r4ndomP@s
10000,50,35,9,s,s,254756,n,229363,25393,1.1107109690752213,true,r4ndomP@ss
10000,50,36,0,r,r,25500,b,30,25470,850,true,r
10000,50,36,1,4,4,50483,h,29403,21080,1.7169336462265756,true,r4
10000,50,36,2,n,n,75476,E,53816,21660,1.4024825330756652,true,r4n
10000,50,36,3,d,d,100816,a,77220,23596,1.3055685055685056,true,r4nd
10000,50,36,4,o,o,125660,L,101840,23820,1.2338963079340142,true,r4ndo
10000,50,36,5,m,m,150616,2,127246,23370,1.1836599971708344,true,r4ndom
10000,50,36,6,P,P,178226,G,154086,24140,1.1566657580831483,true,r4ndomP
10000,50,36,7,@,@,202360,T,178283,24077,1.1350493316805303,true,r4ndomP@
10000,50,36,8,s,s,228800,L,204880,23920,1.116751269035533,true,r4ndomP@s
10000,50,36,9,s,s,252190,8,229236,22954,1.1001326144235635,true,r4ndomP@ss
10000,50,37,0,r,r,25500,b,30,25470,850,true,r
10000,50,37,1,4,4,50183,w,25536,24647,1.9651864035087718,true,r4
10000,50,37,2,n,n,75100,a,50973,24127,1.4733290173228963,true,r4n
10000,50,37,3,d,d,101520,r,76460,25060,1.327753073502485,true,r4nd
10000,50,37,4,o,o,125766,2,101850,23916,1.234815905743741,true,r4ndo
10000,50,37,5,m,m,151506,*,127306,24200,1.1900931613592447,true,r4ndom
10000,50,37,6,P,P,177126,5,152790,24336,1.1592774396230119,true,r4ndomP
10000,50,37,7,@,@,201880,4,178346,23534,1.1319569824947013,true,r4ndomP@
10000,50,37,8,s,s,226836,S,204023,22813,1.1118158246864325,true,r4ndomP@s
10000,50,37,9,s,s,252616,T,231016,21600,1.093500017314818,true,r4ndomP@ss
10000,50,38,0,r,r,25500,*,30,25470,850,true,r
10000,50,38,1,4,4,50230,e,27146,23084,1.8503646946143077,true,r4
10000,50,38,2,n,n,75686,l,50953,24733,1.4854081212097423,true,r4n
10000,50,38,3,d,d,100636,Z,76456,24180,1.3162603327403997,true,r4nd
10000,50,38,4,o,o,125860,b,101850,24010,1.2357388316151203,true,r4ndo
10000,50,38,5,m,m,150850,C,127436,23414,1.1837314416648357,true,r4ndom
10000,50,38,6,P,P,177010,@,152850,24160,1.1580634609093883,true,r4ndomP
10000,50,38,7,@,@,202063,%,178266,23797,1.1334915239024828,true,r4ndomP@
10000,50,38,8,s,s,228170,#,203720,24450,1.1200176713135677,true,r4ndomP@s
10000,50,38,9,s,s,251663,L,229190,22473,1.0980540163183385,true,r4ndomP@ss
10000,50,39,0,r,r,25500,I,30,25470,850,true,r
10000,50,39,1,4,4,50960,e,28226,22734,1.805427619924892,true,r4
10000,50,39,2,n,n,75730,b,51253,24477,1.477572044563245,true,r4n
10000,50,39,3,d,d,101743,H,76526,25217,1.3295219925254163,true,r4nd
10000,50,39,4,o,o,125810,w,101883,23927,1.234847815631656,true,r4ndo
10000,50,39,5,m,m,151413,E,127500,23913,1.1875529411764705,true,r4ndom
