samples,run,position,chosen_char,correct_char,chosen_score_ns,second_char,second_score_ns,gap_ns,was_correct,partial_guess
1,13,7,@,@,16259959,9,5520791,10739168,true,r4ndomP@
1,13,8,m,s,8202084,l,5740292,2461792,false,r4ndomP@m
1,13,9,p,s,3525042,k,3200083,324959,false,r4ndomP@mp
1,14,0,r,r,220916,&,42,220874,true,r
1,14,1,4,4,453750,m,276291,177459,true,r4
1,14,2,n,n,635084,u,533584,101500,true,r4n
1,14,3,&,d,947708,d,893083,54625,false,r4n&
1,14,4,U,o,1603125,P,1592375,10750,false,r4n&U
1,14,5,v,m,1045625,d,1029708,15917,false,r4n&Uv
1,14,6,E,P,767291,V,766000,1291,false,r4n&UvE
1,14,7,j,@,888875,B,784000,104875,false,r4n&UvEj
1,14,8,9,s,1450500,&,865375,585125,false,r4n&UvEj9
1,14,9,b,s,3222834,O,723541,2499293,false,r4n&UvEj9b
1,15,0,r,r,222792,a,42,222750,true,r
1,15,1,4,4,445500,r,274375,171125,true,r4
1,15,2,n,n,666333,o,585292,81041,true,r4n
1,15,3,d,d,894333,w,807125,87208,true,r4nd
1,15,4,o,o,1058917,7,1038250,20667,true,r4ndo
1,15,5,m,m,1271166,d,1127208,143958,true,r4ndom
1,15,6,G,P,1520417,P,1485167,35250,false,r4ndomG
1,15,7,E,@,1685750,3,1544708,141042,false,r4ndomGE
1,15,8,l,s,1436000,n,1395541,40459,false,r4ndomGEl
1,15,9,r,s,1345375,v,1324583,20792,false,r4ndomGElr
1,16,0,r,r,220791,D,42,220749,true,r
1,16,1,4,4,440667,m,239041,201626,true,r4
1,16,2,n,n,665375,o,486083,179292,true,r4n
1,16,3,d,d,834250,j,698750,135500,true,r4nd
1,16,4,o,o,1054959,h,897750,157209,true,r4ndo
1,16,5,m,m,1324625,n,1114917,209708,true,r4ndom
1,16,6,P,P,1518458,f,1340500,177958,true,r4ndomP
1,16,7,@,@,1697042,K,1595333,101709,true,r4ndomP@
1,16,8,9,s,7933333,!,3919750,4013583,false,r4ndomP@9
1,16,9,V,s,5356958,W,3909458,1447500,false,r4ndomP@9V
1,17,0,r,r,225125,b,42,225083,true,r
1,17,1,2,4,2433042,C,846458,1586584,false,r2
1,17,2,P,n,236542,J,235750,792,false,r2P
1,17,3,C,d,285416,R,239250,46166,false,r2PC
1,17,4,t,o,341916,u,286000,55916,false,r2PCt
1,17,5,#,m,300500,B,295958,4542,false,r2PCt#
1,17,6,C,P,286250,H,269125,17125,false,r2PCt#C
1,17,7,C,@,273750,d,246750,27000,false,r2PCt#CC
1,17,8,q,s,481584,x,304667,176917,false,r2PCt#CCq
1,17,9,B,s,363750,P,342833,20917,false,r2PCt#CCqB
1,18,0,r,r,263708,G,42,263666,true,r
1,18,1,4,4,455333,x,425000,30333,true,r4
1,18,2,U,n,872709,t,790916,81793,false,r4U
1,18,3,p,d,857375,!,773500,83875,false,r4Up
1,18,4,z,o,714084,F,516875,197209,false,r4Upz
1,18,5,H,m,808042,F,798167,9875,false,r4UpzH
1,18,6,M,P,1036292,m,924583,111709,false,r4UpzHM
1,18,7,j,@,872708,6,826958,45750,false,r4UpzHMj
1,18,8,@,s,1050833,2,752291,298542,false,r4UpzHMj@
1,18,9,U,s,985917,T,878625,107292,false,r4UpzHMj@U
1,19,0,r,r,184500,a,83,184417,true,r
1,19,1,*,4,1041083,l,833542,207541,false,r*
1,19,2,a,n,1414334,B,677333,737001,false,r*a
1,19,3,y,d,3487708,&,826167,2661541,false,r*ay
1,19,4,l,o,772208,e,748042,24166,false,r*ayl
1,19,5,X,m,577667,!,539834,37833,false,r*aylX
1,19,6,I,P,1089375,N,984875,104500,false,r*aylXI
1,19,7,c,@,976042,n,685542,290500,false,r*aylXIc
1,19,8,u,s,268333,C,259875,8458,false,r*aylXIcu
1,19,9,D,s,263875,q,244750,19125,false,r*aylXIcuD
1,20,0,r,r,237833,a,84,237749,true,r
1,20,1,4,4,433750,k,246417,187333,true,r4
1,20,2,g,n,1222042,j,950417,271625,false,r4g
1,20,3,Z,d,2954250,R,743417,2210833,false,r4gZ
1,20,4,p,o,548125,q,508583,39542,false,r4gZp
1,20,5,M,m,552917,w,552750,167,false,r4gZpM
1,20,6,j,P,1612250,c,1381625,230625,false,r4gZpMj
1,20,7,@,@,939958,D,868834,71124,true,r4gZpMj@
1,20,8,u,s,619708,s,560250,59458,false,r4gZpMj@u
1,20,9,S,s,1115542,U,792042,323500,false,r4gZpMj@uS
